Programme;Course;q1 replies;q1  % ;q1 average;q2 replies;q2  % ;q2 average;q3 replies;q3  % ;q3 average;q4 replies;q4  % ;q4 average;q5 replies;q5  % ;q5 average;q6 replies;q6  % ;q6 average;q7 replies;q7  % ;q7 average;q8 replies;q8  % ;q8 average;q9 replies;q9  % ;q9 average;q10 replies;q10  % ;q10 average;q11 replies;q11  % ;q11 average
KDKM;Learning and IT;17 of 37;45;5.00;17 of 37;45;4.47;17 of 37;45;5.18;17 of 37;45;5.06;17 of 37;45;2.59;17 of 37;45;3.35;17 of 37;45;3.65;17 of 37;45;4.29;17 of 37;45;5.35;17 of 37;45;3.76;17 of 37;45;2.82
KDKM;Multimedia Production for the Internet (13:30 - 18:30);19 of 41;46;5.63;19 of 41;46;5.74;19 of 41;46;4.95;19 of 41;46;5.68;19 of 41;46;2.58;19 of 41;46;3.63;19 of 41;46;2.58;19 of 41;46;4.16;19 of 41;46;5.26;19 of 41;46;4.42;19 of 41;46;3.05
KDKM;Sound in Digital Productions (13:30 - 18:30);8 of 16;50;5.00;8 of 16;50;4.38;8 of 16;50;5.25;8 of 16;50;4.62;8 of 16;50;3.75;8 of 16;50;3.75;8 of 16;50;3.50;8 of 16;50;4.38;8 of 16;50;5.12;8 of 16;50;3.88;8 of 16;50;3.38
KDKM;Target Group Analysis;12 of 37;32;5.33;12 of 37;32;5.42;12 of 37;32;5.33;12 of 37;32;4.67;12 of 37;32;3.08;12 of 37;32;4.75;12 of 37;32;2.25;12 of 37;32;5.00;12 of 37;32;5.00;12 of 37;32;4.08;12 of 37;32;3.33
KDKM;Usability (17:00-21:00);19 of 50;38;5.58;19 of 50;38;5.47;19 of 50;38;5.21;19 of 50;38;5.68;19 of 50;38;2.95;19 of 50;38;4.42;19 of 50;38;2.95;19 of 50;38;5.00;19 of 50;38;5.05;19 of 50;38;3.26;19 of 50;38;2.74
KDKM;Web Publishing with Databases (17:00-21:00);33 of 89;37;5.42;33 of 89;37;5.70;33 of 89;37;5.24;33 of 89;37;5.39;33 of 89;37;2.73;33 of 89;37;4.52;33 of 89;37;2.64;33 of 89;37;4.64;33 of 89;37;5.21;33 of 89;37;4.61;33 of 89;37;3.42
KEBUSS;B1 Strategic and tactical tools for e-business;19 of 31;61;5.37;19 of 31;61;5.47;19 of 31;61;5.58;19 of 31;61;4.79;19 of 31;61;3.32;19 of 31;61;4.32;19 of 31;61;3.05;19 of 31;61;3.95;19 of 31;61;4.84;19 of 31;61;3.58;19 of 31;61;3.05
KEBUSS;B13 IT- Entrepreneurship;6 of 14;42;6.00;6 of 14;42;5.83;6 of 14;42;5.50;6 of 14;42;5.83;6 of 14;42;2.17;6 of 14;42;4.83;6 of 14;42;2.50;6 of 14;42;5.83;6 of 14;42;5.33;6 of 14;42;4.17;6 of 14;42;3.17
KEBUSS;B14 Economics of Information Technology;4 of 14;28;5.25;4 of 14;28;5.00;4 of 14;28;5.25;4 of 14;28;4.50;4 of 14;28;3.50;4 of 14;28;5.00;4 of 14;28;2.25;4 of 14;28;4.75;4 of 14;28;4.75;4 of 14;28;4.00;4 of 14;28;3.25
KEBUSS;B18 Mobile Business - Strategy, Technology and Marketing;3 of 14;21;5.00;3 of 14;21;4.67;3 of 14;21;5.67;3 of 14;21;3.33;3 of 14;21;3.67;3 of 14;21;5.67;3 of 14;21;2.67;3 of 14;21;4.33;3 of 14;21;4.33;3 of 14;21;4.00;3 of 14;21;4.33
KEBUSS;B3 Logistics and Supply Chain Management;4 of 11;36;5.25;4 of 11;36;5.50;4 of 11;36;4.75;4 of 11;36;3.75;4 of 11;36;3.75;4 of 11;36;5.25;4 of 11;36;2.75;4 of 11;36;5.50;4 of 11;36;4.00;4 of 11;36;4.00;4 of 11;36;2.25
KEBUSS;B8 IT Project Management;1 of 11;9;5.00;1 of 11;9;6.00;1 of 11;9;5.00;1 of 11;9;6.00;1 of 11;9;2.00;1 of 11;9;6.00;1 of 11;9;1.00;1 of 11;9;6.00;1 of 11;9;5.00;1 of 11;9;4.00;1 of 11;9;1.00
KEBUSS;B9 Knowledge Management;5 of 13;38;5.40;5 of 13;38;5.40;5 of 13;38;5.20;5 of 13;38;5.20;5 of 13;38;4.60;5 of 13;38;5.00;5 of 13;38;2.60;5 of 13;38;5.20;5 of 13;38;5.00;5 of 13;38;4.20;5 of 13;38;3.60
KEBUSS;P1 National Internet Law;15 of 34;44;5.53;15 of 34;44;5.67;15 of 34;44;5.13;15 of 34;44;5.13;15 of 34;44;2.87;15 of 34;44;5.07;15 of 34;44;1.67;15 of 34;44;4.67;15 of 34;44;4.60;15 of 34;44;3.33;15 of 34;44;3.00
KEBUSS;P4 IT and Telecommunications Law;2 of 11;18;5.00;2 of 11;18;5.50;2 of 11;18;5.00;2 of 11;18;5.50;2 of 11;18;4.00;2 of 11;18;5.50;2 of 11;18;3.00;2 of 11;18;5.00;2 of 11;18;4.00;2 of 11;18;3.00;2 of 11;18;3.00
KEBUSS;T0 Applied Network and Operating System Concepts;7 of 15;46;3.14;7 of 15;46;2.71;7 of 15;46;5.14;7 of 15;46;3.00;7 of 15;46;4.86;7 of 15;46;5.00;7 of 15;46;2.57;7 of 15;46;2.43;7 of 15;46;4.29;7 of 15;46;3.29;7 of 15;46;2.86
KEBUSS;T2 .Net programming for the Business;15 of 30;50;5.07;15 of 30;50;4.87;15 of 30;50;5.33;15 of 30;50;5.20;15 of 30;50;3.07;15 of 30;50;3.20;15 of 30;50;3.47;15 of 30;50;4.00;15 of 30;50;4.93;15 of 30;50;3.47;15 of 30;50;4.00
KEBUSS;T3 HCI Human and Technology;5 of 18;27;5.40;5 of 18;27;5.40;5 of 18;27;5.40;5 of 18;27;5.40;5 of 18;27;2.20;5 of 18;27;4.00;5 of 18;27;3.40;5 of 18;27;5.00;5 of 18;27;5.80;5 of 18;27;3.40;5 of 18;27;2.60
KEBUSS;T6 IT-Security;8 of 45;17;5.25;8 of 45;17;5.25;8 of 45;17;5.00;8 of 45;17;5.12;8 of 45;17;3.38;8 of 45;17;4.00;8 of 45;17;3.88;8 of 45;17;5.25;8 of 45;17;5.50;8 of 45;17;3.75;8 of 45;17;2.88
KEBUSS;T8 Enterprise Architecture (net-based education);7 of 18;38;4.57;7 of 18;38;3.86;7 of 18;38;5.00;7 of 18;38;4.71;7 of 18;38;3.57;7 of 18;38;4.00;7 of 18;38;4.29;7 of 18;38;4.71;7 of 18;38;5.29;7 of 18;38;2.71;7 of 18;38;2.29
KINT;Advanced topics in Computational Complexity;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KINT;Distributed Systems (13:30-18:30);17 of 39;43;4.94;17 of 39;43;5.00;17 of 39;43;4.47;17 of 39;43;4.29;17 of 39;43;3.59;17 of 39;43;4.35;17 of 39;43;3.06;17 of 39;43;3.94;17 of 39;43;4.65;17 of 39;43;3.24;17 of 39;43;2.82
KINT;Interactive Web Applications and Services with Java and XML (17:00-21:00);26 of 76;34;4.96;26 of 76;34;4.77;26 of 76;34;4.92;26 of 76;34;5.19;26 of 76;34;3.81;26 of 76;34;4.23;26 of 76;34;3.88;26 of 76;34;4.00;26 of 76;34;4.88;26 of 76;34;4.12;26 of 76;34;3.46
KINT;Introduction to Databases;13 of 36;36;5.08;13 of 36;36;5.15;13 of 36;36;4.77;13 of 36;36;4.62;13 of 36;36;3.85;13 of 36;36;4.38;13 of 36;36;3.23;13 of 36;36;4.23;13 of 36;36;4.77;13 of 36;36;3.54;13 of 36;36;3.23
KINT;Introduction to Programming - Concepts and Tools (17:00-21:00);13 of 58;22;4.69;13 of 58;22;4.85;13 of 58;22;4.85;13 of 58;22;4.46;13 of 58;22;4.15;13 of 58;22;4.62;13 of 58;22;2.77;13 of 58;22;4.00;13 of 58;22;4.31;13 of 58;22;4.15;13 of 58;22;4.08
KINT;Mobile Systems Software (17:00-21:00);26 of 82;31;4.69;26 of 82;31;4.77;26 of 82;31;4.38;26 of 82;31;5.50;26 of 82;31;3.23;26 of 82;31;3.23;26 of 82;31;4.27;26 of 82;31;4.35;26 of 82;31;5.15;26 of 82;31;3.73;26 of 82;31;3.27
KINT;Networks and Protocols (13:30-18:30);11 of 34;32;5.64;11 of 34;32;5.91;11 of 34;32;5.18;11 of 34;32;3.91;11 of 34;32;4.73;11 of 34;32;5.00;11 of 34;32;2.73;11 of 34;32;4.91;11 of 34;32;5.27;11 of 34;32;3.73;11 of 34;32;3.36
KMMT;Al in Narrative Interactive 3D (17:00-21:00);4 of 24;16;6.00;4 of 24;16;5.75;4 of 24;16;5.75;4 of 24;16;6.00;4 of 24;16;3.25;4 of 24;16;6.00;4 of 24;16;2.50;4 of 24;16;5.50;4 of 24;16;5.25;4 of 24;16;4.00;4 of 24;16;2.25
KMMT;Computer Graphics;4 of 22;18;4.75;4 of 22;18;4.00;4 of 22;18;4.25;4 of 22;18;4.75;4 of 22;18;5.00;4 of 22;18;5.00;4 of 22;18;3.00;4 of 22;18;4.00;4 of 22;18;4.75;4 of 22;18;4.25;4 of 22;18;3.50
KMMT;Computervision (17:00-21:00);11 of 25;44;5.45;11 of 25;44;5.55;11 of 25;44;4.82;11 of 25;44;5.45;11 of 25;44;4.09;11 of 25;44;5.45;11 of 25;44;3.45;11 of 25;44;5.55;11 of 25;44;5.00;11 of 25;44;5.27;11 of 25;44;4.27
KMMT;Foundations of Image Analysis;6 of 14;42;4.83;6 of 14;42;4.50;6 of 14;42;5.00;6 of 14;42;4.17;6 of 14;42;4.67;6 of 14;42;5.83;6 of 14;42;2.83;6 of 14;42;4.83;6 of 14;42;4.50;6 of 14;42;3.50;6 of 14;42;3.83
KMMT;Image Analysis;2 of 11;18;5.50;2 of 11;18;5.50;2 of 11;18;5.50;2 of 11;18;5.00;2 of 11;18;4.00;2 of 11;18;5.00;2 of 11;18;3.00;2 of 11;18;5.50;2 of 11;18;5.50;2 of 11;18;4.50;2 of 11;18;4.00
KMMT;Introduction to Multimedia Systems;8 of 17;47;4.75;8 of 17;47;3.75;8 of 17;47;3.75;8 of 17;47;4.25;8 of 17;47;4.25;8 of 17;47;4.62;8 of 17;47;3.25;8 of 17;47;4.25;8 of 17;47;4.50;8 of 17;47;3.38;8 of 17;47;3.25
KMMT;Signal Processing;11 of 21;52;4.73;11 of 21;52;5.00;11 of 21;52;4.36;11 of 21;52;4.18;11 of 21;52;4.36;11 of 21;52;5.45;11 of 21;52;3.18;11 of 21;52;3.91;11 of 21;52;4.09;11 of 21;52;4.00;11 of 21;52;3.64
KMMT;Speech Coding and Recognition (17:00-21:00);1 of 20;5;6.00;1 of 20;5;6.00;1 of 20;5;5.00;1 of 20;5;5.00;1 of 20;5;6.00;1 of 20;5;5.00;1 of 20;5;5.00;1 of 20;5;5.00;1 of 20;5;5.00;1 of 20;5;5.00;1 of 20;5;4.00
KSWU;Advanced IT Project Management and Software Engineering;12 of 35;34;4.83;12 of 35;34;4.83;12 of 35;34;4.58;12 of 35;34;3.58;12 of 35;34;3.67;12 of 35;34;5.08;12 of 35;34;2.50;12 of 35;34;5.58;12 of 35;34;4.58;12 of 35;34;4.00;12 of 35;34;3.92
KSWU;Advanced Object-oriented Programming (13:30-18:30);21 of 48;43;4.43;21 of 48;43;3.57;21 of 48;43;5.52;21 of 48;43;4.62;21 of 48;43;3.62;21 of 48;43;4.14;21 of 48;43;3.33;21 of 48;43;4.29;21 of 48;43;5.57;21 of 48;43;3.19;21 of 48;43;2.81
KSWU;Component Based Design and J2EE (17:00-21:00);26 of 56;46;5.42;26 of 56;46;5.15;26 of 56;46;5.31;26 of 56;46;5.65;26 of 56;46;3.15;26 of 56;46;4.42;26 of 56;46;3.38;26 of 56;46;4.58;26 of 56;46;5.19;26 of 56;46;3.54;26 of 56;46;3.38
KSWU;Computer Supported Cooperative Work (CSCW);5 of 7;71;6.00;5 of 7;71;5.80;5 of 7;71;5.60;5 of 7;71;4.40;5 of 7;71;3.00;5 of 7;71;5.00;5 of 7;71;1.80;5 of 7;71;5.80;5 of 7;71;5.00;5 of 7;71;4.00;5 of 7;71;3.20
KSWU;Design of User Interfaces and Data (13:30-18:30);12 of 41;29;4.50;12 of 41;29;5.42;12 of 41;29;5.00;12 of 41;29;5.42;12 of 41;29;2.50;12 of 41;29;3.50;12 of 41;29;2.75;12 of 41;29;3.08;12 of 41;29;5.00;12 of 41;29;3.33;12 of 41;29;2.42
KSWU;E-Government (net-based education);6 of 13;46;3.50;6 of 13;46;3.00;6 of 13;46;4.00;6 of 13;46;2.67;6 of 13;46;3.33;6 of 13;46;4.17;6 of 13;46;3.83;6 of 13;46;3.50;6 of 13;46;4.83;6 of 13;46;4.33;6 of 13;46;4.00
KSWU;Enterprise Systems (netbased education);11 of 35;31;5.09;11 of 35;31;4.73;11 of 35;31;5.18;11 of 35;31;4.45;11 of 35;31;3.09;11 of 35;31;4.91;11 of 35;31;2.91;11 of 35;31;4.73;11 of 35;31;4.27;11 of 35;31;4.18;11 of 35;31;4.45
KSWU;Functional Design and Programming;3 of 11;27;5.00;3 of 11;27;5.00;3 of 11;27;5.00;3 of 11;27;5.33;3 of 11;27;2.00;3 of 11;27;5.00;3 of 11;27;2.00;3 of 11;27;4.67;3 of 11;27;5.00;3 of 11;27;3.67;3 of 11;27;3.33
KSWU;IT Project Management;13 of 26;50;4.77;13 of 26;50;4.69;13 of 26;50;4.77;13 of 26;50;4.46;13 of 26;50;3.69;13 of 26;50;4.23;13 of 26;50;3.62;13 of 26;50;4.15;13 of 26;50;5.00;13 of 26;50;3.69;13 of 26;50;2.62
KSWU;IT Project Management (17:00-21:00);13 of 28;46;4.92;13 of 28;46;4.77;13 of 28;46;5.31;13 of 28;46;4.46;13 of 28;46;4.15;13 of 28;46;4.23;13 of 28;46;3.23;13 of 28;46;4.23;13 of 28;46;5.31;13 of 28;46;3.85;13 of 28;46;3.85
KSWU;IT Strategy (net-based education);20 of 43;46;5.00;20 of 43;46;5.15;20 of 43;46;4.85;20 of 43;46;5.35;20 of 43;46;2.85;20 of 43;46;3.95;20 of 43;46;3.15;20 of 43;46;3.95;20 of 43;46;5.20;20 of 43;46;3.90;20 of 43;46;3.30
KSWU;Introduction to Algorithms and Data Structures;7 of 24;29;5.14;7 of 24;29;5.14;7 of 24;29;5.00;7 of 24;29;4.43;7 of 24;29;3.43;7 of 24;29;5.14;7 of 24;29;2.43;7 of 24;29;4.57;7 of 24;29;4.29;7 of 24;29;4.71;7 of 24;29;4.14
KSWU;Introductory Programming;23 of 60;38;5.30;23 of 60;38;5.39;23 of 60;38;4.83;23 of 60;38;5.48;23 of 60;38;2.48;23 of 60;38;4.74;23 of 60;38;2.04;23 of 60;38;4.04;23 of 60;38;4.57;23 of 60;38;4.00;23 of 60;38;3.39
KSWU;Object-oriented Programming (13.30-18.30);31 of 65;47;5.42;31 of 65;47;5.26;31 of 65;47;5.06;31 of 65;47;4.87;31 of 65;47;3.61;31 of 65;47;4.90;31 of 65;47;3.03;31 of 65;47;3.87;31 of 65;47;4.81;31 of 65;47;3.81;31 of 65;47;3.45
KSWU;Software Engineering;3 of 16;18;2.67;3 of 16;18;3.00;3 of 16;18;4.00;3 of 16;18;5.00;3 of 16;18;3.00;3 of 16;18;2.00;3 of 16;18;5.33;3 of 16;18;3.33;3 of 16;18;6.00;3 of 16;18;6.00;3 of 16;18;6.00
KTIT;Artificial Intelligence and Intelligent Systems;2 of 3;66;5.00;2 of 3;66;4.00;2 of 3;66;5.00;2 of 3;66;4.00;2 of 3;66;4.00;2 of 3;66;3.50;2 of 3;66;3.50;2 of 3;66;5.00;2 of 3;66;5.50;2 of 3;66;3.00;2 of 3;66;2.00
KTIT;Automated Debugging;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KTIT;Databases;1 of 7;14;5.00;1 of 7;14;5.00;1 of 7;14;5.00;1 of 7;14;4.00;1 of 7;14;6.00;1 of 7;14;5.00;1 of 7;14;1.00;1 of 7;14;6.00;1 of 7;14;6.00;1 of 7;14;3.00;1 of 7;14;4.00
KTIT;Digital Communication;1 of 3;33;5.00;1 of 3;33;4.00;1 of 3;33;6.00;1 of 3;33;3.00;1 of 3;33;2.00;1 of 3;33;6.00;1 of 3;33;1.00;1 of 3;33;3.00;1 of 3;33;4.00;1 of 3;33;2.00;1 of 3;33;2.00
KTIT;E-Government - Governance, Democracy and Technology;4 of 6;66;4.50;4 of 6;66;3.75;4 of 6;66;5.00;4 of 6;66;5.00;4 of 6;66;2.75;4 of 6;66;3.50;4 of 6;66;3.75;4 of 6;66;4.50;4 of 6;66;4.75;4 of 6;66;4.50;4 of 6;66;4.75
KTIT;Human Computer Interaction;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KTIT;Interactive Systems and Project Management;2 of 6;33;5.00;2 of 6;33;6.00;2 of 6;33;5.00;2 of 6;33;4.50;2 of 6;33;3.50;2 of 6;33;5.00;2 of 6;33;3.50;2 of 6;33;4.50;2 of 6;33;5.50;2 of 6;33;3.00;2 of 6;33;3.00
KTIT;Introduction to Programming;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KTIT;Language Engineering with Java and XML;1 of 3;33;6.00;1 of 3;33;5.00;1 of 3;33;5.00;1 of 3;33;3.00;1 of 3;33;1.00;1 of 3;33;5.00;1 of 3;33;2.00;1 of 3;33;5.00;1 of 3;33;5.00;1 of 3;33;3.00;1 of 3;33;1.00
KTIT;Mobile Networks;5 of 6;83;5.00;5 of 6;83;5.40;5 of 6;83;5.20;5 of 6;83;5.40;5 of 6;83;3.60;5 of 6;83;4.80;5 of 6;83;3.20;5 of 6;83;5.40;5 of 6;83;4.80;5 of 6;83;3.60;5 of 6;83;3.60
KTIT;Object Oriented Programming;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KTIT;Tools and Concepts in Programming;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
UL;Project Leadership and Innovation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
