Programme;Course;q1 replies;q1  % ;q1 average;q2 replies;q2  % ;q2 average;q3 replies;q3  % ;q3 average;q4 replies;q4  % ;q4 average;q5 replies;q5  % ;q5 average;q6 replies;q6  % ;q6 average
KDDK;Web Design and Web Communication group 2;12 of 42;28;4.92;12 of 42;28;5.25;12 of 42;28;5.33;12 of 42;28;4.50;12 of 42;28;3.67;12 of 42;28;4.25
KEBUSS;B1 Strategic and tactical tools for e-business ;23 of 40;57;4.17;22 of 40;55;3.41;23 of 40;57;3.13;23 of 40;57;5.13;23 of 40;57;3.74;23 of 40;57;4.22
KEBUSS;B12 Marketing and E-business ;10 of 21;47;3.40;10 of 21;47;3.70;9 of 21;42;4.00;10 of 21;47;4.30;10 of 21;47;4.40;10 of 21;47;4.10
KEBUSS;B19 IT-Strategy;12 of 28;42;4.92;12 of 28;42;5.00;12 of 28;42;4.92;12 of 28;42;5.50;12 of 28;42;4.42;12 of 28;42;4.67
KEBUSS;B22 Online marketing - advertising, consumers and communities;5 of 15;33;6.00;5 of 15;33;6.00;5 of 15;33;6.00;5 of 15;33;5.60;5 of 15;33;4.20;5 of 15;33;5.00
KEBUSS;B25 Sustainable IT;3 of 11;27;5.67;3 of 11;27;5.33;3 of 11;27;5.67;3 of 11;27;5.00;3 of 11;27;4.33;3 of 11;27;4.67
KEBUSS;B26 Strategies and Tools of Mobile Service Business;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KEBUSS;B27 IS Security in the Organisational Context;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KEBUSS;B28 Mobile Business Strategy ? Making Profits from the Wireless Revolution;6 of 16;37;5.00;6 of 16;37;4.50;6 of 16;37;5.00;6 of 16;37;4.50;6 of 16;37;3.00;6 of 16;37;4.33
KEBUSS;B9 Knowledge Management;9 of 19;47;5.11;9 of 19;47;4.78;9 of 19;47;4.56;9 of 19;47;4.89;9 of 19;47;3.56;9 of 19;47;4.22
KEBUSS;P1 National Internet Law;20 of 32;62;5.30;18 of 32;56;4.94;18 of 32;56;4.94;19 of 32;59;4.74;18 of 32;56;2.94;18 of 32;56;4.39
KEBUSS;P5 Legal Aspects of Starting Up an IT Business ;6 of 18;33;5.00;6 of 18;33;5.50;6 of 18;33;5.67;6 of 18;33;4.67;6 of 18;33;2.83;6 of 18;33;4.00
KEBUSS;Project Cluster: Master thesis for EBUSS students;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KEBUSS;Project Cluster: P6. Government 2.0: EU and national regulation and policies;2 of 4;50;6.00;2 of 4;50;4.50;2 of 4;50;4.00;2 of 4;50;4.00;2 of 4;50;4.00;2 of 4;50;5.00
KEBUSS;Project Cluster: Theoretical and practical perspectives on e-business;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KEBUSS;Project cluster: Enterprise Integration and Management Engineering;1 of 6;16;6.00;1 of 6;16;6.00;1 of 6;16;6.00;1 of 6;16;6.00;1 of 6;16;6.00;1 of 6;16;6.00
KEBUSS;T1 Introduction to programming and distributed systems;19 of 34;55;3.89;18 of 34;52;4.67;19 of 34;55;5.00;19 of 34;55;3.63;19 of 34;55;4.58;19 of 34;55;4.37
KEBUSS;T1 Introduction to programming and distributed systems;7 of 10;70;5.43;7 of 10;70;5.29;7 of 10;70;5.29;7 of 10;70;5.29;7 of 10;70;5.29;7 of 10;70;5.00
KEBUSS;T13 Business Intelligence ;4 of 14;28;5.50;4 of 14;28;5.00;4 of 14;28;5.00;4 of 14;28;5.50;4 of 14;28;3.50;4 of 14;28;5.00
KEBUSS;T3 HCI Human and Technology;14 of 25;56;4.36;14 of 25;56;4.21;13 of 25;52;4.15;14 of 25;56;4.36;14 of 25;56;4.57;13 of 25;52;4.31
KEBUSS;T6 IT-Security  ;5 of 16;31;5.20;5 of 16;31;4.60;5 of 16;31;4.60;5 of 16;31;4.20;5 of 16;31;4.40;5 of 16;31;4.40
KEBUSS;T8 Enterprise Architecture ;24 of 56;42;4.83;24 of 56;42;4.88;23 of 56;41;4.78;24 of 56;42;4.58;23 of 56;41;4.04;23 of 56;41;4.26
KMTG;3D Game Art;21 of 34;61;5.24;21 of 34;61;5.14;21 of 34;61;5.24;21 of 34;61;4.86;21 of 34;61;3.86;21 of 34;61;4.90
KMTG;Applied HCI for Games;6 of 7;85;5.50;6 of 7;85;5.67;6 of 7;85;5.50;6 of 7;85;5.33;6 of 7;85;3.50;6 of 7;85;4.33
KMTG;Creating Real World Landscapes for 3D Game Engines;11 of 16;68;5.64;11 of 16;68;5.27;9 of 16;56;4.67;10 of 16;62;5.40;10 of 16;62;4.40;10 of 16;62;4.80
KMTG;DADIU Specialisation, Part I;1 of 5;20;6.00;1 of 5;20;6.00;1 of 5;20;6.00;1 of 5;20;6.00;1 of 5;20;3.00;1 of 5;20;6.00
KMTG;Data Mining;12 of 36;33;5.42;12 of 36;33;5.00;12 of 36;33;5.17;12 of 36;33;5.42;12 of 36;33;3.92;12 of 36;33;5.00
KMTG;Game Culture                 ;15 of 26;57;4.20;15 of 26;57;5.13;15 of 26;57;5.27;15 of 26;57;3.60;15 of 26;57;3.73;15 of 26;57;4.13
KMTG;Game Development        ;27 of 51;52;4.22;27 of 51;52;3.70;27 of 51;52;4.22;27 of 51;52;5.11;27 of 51;52;5.11;26 of 51;50;4.92
KMTG;Games and Journalism;2 of 5;40;5.00;2 of 5;40;5.00;2 of 5;40;5.00;2 of 5;40;4.00;2 of 5;40;4.00;2 of 5;40;5.00
KMTG;Persuasive and Serious Games;8 of 11;72;5.62;7 of 11;63;5.43;7 of 11;63;5.14;8 of 11;72;5.12;8 of 11;72;3.62;8 of 11;72;4.75
KMTG;Project Cluster: Master thesis for MTG students;3 of 18;16;4.33;1 of 18;5;4.00;1 of 18;5;4.00;1 of 18;5;4.00;1 of 18;5;3.00;2 of 18;11;2.50
KSDT;Advanced Data Management;5 of 17;29;3.80;5 of 17;29;4.00;5 of 17;29;4.60;5 of 17;29;4.20;5 of 17;29;5.60;5 of 17;29;5.20
KSDT;Advanced Models and Programs;17 of 32;53;4.94;14 of 32;43;5.29;14 of 32;43;5.07;16 of 32;50;5.19;17 of 32;53;4.94;17 of 32;53;4.88
KSDT;Database Tuning;15 of 42;35;4.73;13 of 42;30;4.77;13 of 42;30;4.54;15 of 42;35;5.47;15 of 42;35;4.80;15 of 42;35;4.87
KSDT;Efficient AI Programming;33 of 64;51;5.33;33 of 64;51;5.36;31 of 64;48;5.19;33 of 64;51;4.82;33 of 64;51;4.00;33 of 64;51;4.73
KSDT;Foundations of Computing - Algorithms and Data Structures;7 of 19;36;5.71;7 of 19;36;5.14;6 of 19;31;5.50;7 of 19;36;5.71;7 of 19;36;4.43;7 of 19;36;4.86
KSDT;Foundations of Computing - Discrete Mathematics;4 of 12;33;4.75;4 of 12;33;3.25;4 of 12;33;3.50;4 of 12;33;4.25;4 of 12;33;3.25;4 of 12;33;4.75
KSDT;Introduction to Database Design;30 of 64;46;3.37;26 of 64;40;4.27;26 of 64;40;4.50;29 of 64;45;5.00;29 of 64;45;4.55;29 of 64;45;4.90
KSDT;Mobile and Distributed Systems;22 of 51;43;3.77;19 of 51;37;3.89;18 of 51;35;3.94;22 of 51;43;4.50;21 of 51;41;4.29;21 of 51;41;4.19
KSDT;Multimedia Technology ;5 of 18;27;5.20;5 of 18;27;5.20;5 of 18;27;5.40;5 of 18;27;4.40;5 of 18;27;4.00;5 of 18;27;4.40
KSDT;Project Cluster: Global Software Development;3 of 11;27;6.00;2 of 11;18;5.00;2 of 11;18;4.50;3 of 11;27;5.00;3 of 11;27;4.00;2 of 11;18;4.50
KSDT;Project Cluster: Master thesis for SDT students;4 of 17;23;4.75;3 of 17;17;4.00;2 of 17;11;3.50;4 of 17;23;5.00;4 of 17;23;4.50;4 of 17;23;4.75
KSDT;Project Cluster: Programming Workshop;14 of 47;29;4.93;12 of 47;25;5.25;12 of 47;25;5.25;13 of 47;27;5.08;13 of 47;27;3.46;13 of 47;27;4.62
MILS;Business Cases;3 of 13;23;4.00;3 of 13;23;4.67;3 of 13;23;5.00;3 of 13;23;5.33;3 of 13;23;3.33;3 of 13;23;4.33
MILS;Business Process Management;8 of 33;24;5.50;9 of 33;27;4.44;9 of 33;27;4.78;9 of 33;27;4.78;9 of 33;27;3.89;9 of 33;27;4.33
MILS;Enterprise Architecture (Master);9 of 30;30;5.11;9 of 30;30;5.00;9 of 30;30;4.89;9 of 30;30;5.33;9 of 30;30;3.33;9 of 30;30;3.89
MILS;IT Law;7 of 14;50;5.00;7 of 14;50;4.57;7 of 14;50;4.14;7 of 14;50;4.71;7 of 14;50;4.00;7 of 14;50;4.43
MILS;Knowledge Management and Organizational Learning;5 of 17;29;5.40;5 of 17;29;5.00;5 of 17;29;4.80;5 of 17;29;5.80;5 of 17;29;4.40;5 of 17;29;4.00
MILS;Outsourcing;3 of 12;25;4.33;3 of 12;25;5.00;3 of 12;25;4.00;3 of 12;25;4.67;3 of 12;25;3.67;3 of 12;25;5.00
MILS;Personal Management and Change Management;4 of 19;21;6.00;4 of 19;21;5.75;4 of 19;21;5.75;4 of 19;21;6.00;4 of 19;21;3.75;4 of 19;21;5.00
MILS;Personal Management and Change Management;14 of 29;48;5.50;14 of 29;48;5.07;14 of 29;48;4.79;14 of 29;48;5.71;14 of 29;48;3.21;13 of 29;44;4.92
MILS;Presentation and Investigation;17 of 39;43;3.41;17 of 39;43;4.29;17 of 39;43;4.24;17 of 39;43;3.35;17 of 39;43;3.18;17 of 39;43;4.29
MILS;Software Acquisition and Requirements;17 of 32;53;5.41;17 of 32;53;5.53;17 of 32;53;5.41;17 of 32;53;5.29;17 of 32;53;3.71;17 of 32;53;4.24
MINM;Basic Graphic Design - group 1;7 of 16;43;5.14;6 of 16;37;5.17;7 of 16;43;5.00;7 of 16;43;4.86;7 of 16;43;3.29;7 of 16;43;5.14
MINM;Concept Development and Interactive Digital Media;6 of 11;54;3.67;6 of 11;54;3.33;6 of 11;54;3.33;6 of 11;54;3.50;6 of 11;54;2.83;6 of 11;54;4.33
MINM;Dynamic Web Design;8 of 21;38;5.50;8 of 21;38;4.75;7 of 21;33;4.86;8 of 21;38;5.00;7 of 21;33;3.43;8 of 21;38;5.00
MINM;Interactive Multimedia;12 of 26;46;5.75;12 of 26;46;5.42;12 of 26;46;5.67;12 of 26;46;5.50;12 of 26;46;3.92;12 of 26;46;4.92
MINM;Target Group Analysis;4 of 10;40;6.00;4 of 10;40;5.50;4 of 10;40;5.50;4 of 10;40;5.75;4 of 10;40;3.75;4 of 10;40;5.50
MINM;Understanding Interaction Design;3 of 9;33;5.67;3 of 9;33;4.67;3 of 9;33;4.67;3 of 9;33;5.67;3 of 9;33;2.67;3 of 9;33;4.67
MINM;Usability;13 of 27;48;4.00;12 of 27;44;4.58;11 of 27;40;4.55;13 of 27;48;4.85;13 of 27;48;3.00;13 of 27;48;4.77
MORI;Advanced Organization Theory;7 of 22;31;5.00;7 of 22;31;4.57;7 of 22;31;4.57;7 of 22;31;4.86;7 of 22;31;3.57;7 of 22;31;4.00
MORI;IT Project Management ;21 of 37;56;4.38;21 of 37;56;4.62;21 of 37;56;4.48;21 of 37;56;4.86;21 of 37;56;3.67;21 of 37;56;4.86
MORI;IT Project Management and Software Products    ;5 of 8;62;4.40;5 of 8;62;4.80;5 of 8;62;4.40;5 of 8;62;4.20;5 of 8;62;2.80;5 of 8;62;4.80
MORI;Strategic Value Creation of a Project;5 of 19;26;4.20;5 of 19;26;3.60;5 of 19;26;3.80;5 of 19;26;4.40;5 of 19;26;4.40;5 of 19;26;4.20
MSIT;HealthcareIT - IT Architecture and Networks;8 of 14;57;4.50;8 of 14;57;4.00;8 of 14;57;4.00;8 of 14;57;4.25;8 of 14;57;4.38;8 of 14;57;4.75
MSIT;HealthcareIT - Information, Infrastructure and Integration;6 of 10;60;5.00;6 of 10;60;5.33;6 of 10;60;4.83;6 of 10;60;4.83;6 of 10;60;5.17;6 of 10;60;4.67
MSIT;Project Cluster: Master Project on HealthCareIT;1 of 4;25;6.00;1 of 4;25;5.00;1 of 4;25;5.00;1 of 4;25;5.00;1 of 4;25;6.00;1 of 4;25;6.00
MSOK;Advanced Software Engineering;10 of 22;45;4.80;9 of 22;40;5.11;9 of 22;40;4.89;10 of 22;45;4.90;10 of 22;45;4.10;10 of 22;45;4.90
MSOK;Design of User Interfaces and Data;6 of 15;40;5.00;6 of 15;40;5.50;6 of 15;40;4.83;6 of 15;40;5.17;6 of 15;40;2.83;6 of 15;40;4.17
MSOK;Interactive Web Services with Java and XML;20 of 43;46;5.20;20 of 43;46;5.25;20 of 43;46;5.10;20 of 43;46;4.90;20 of 43;46;3.95;20 of 43;46;4.90
MSOK;Introductory Programming ;30 of 63;47;5.20;26 of 63;41;4.69;27 of 63;42;4.81;30 of 63;47;4.97;30 of 63;47;4.27;29 of 63;46;5.07
MSOK;Object Oriented Programming;18 of 44;40;5.11;18 of 44;40;5.33;16 of 44;36;5.19;18 of 44;40;5.39;18 of 44;40;3.89;18 of 44;40;5.22
MSOK;Project Cluster: Final Projects for Diploma Students;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MSOK;Project Cluster: Final Projects for Master in IT Software Construction;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MSOK;Project Cluster: Introductory Academic Project;13 of 31;41;4.62;13 of 31;41;4.62;13 of 31;41;4.38;13 of 31;41;4.15;13 of 31;41;3.92;11 of 31;35;4.36
