Programme;Course;q1 replies;q1  % ;q1 average;q2 replies;q2  % ;q2 average;q3 replies;q3  % ;q3 average;q4 replies;q4  % ;q4 average;q5 replies;q5  % ;q5 average;q6 replies;q6  % ;q6 average
BGBI;IT, Globalisation and Culture;14 of 42;33;3.71;13 of 42;30;4.23;13 of 42;30;4.23;14 of 42;33;3.64;14 of 42;33;3.14;14 of 42;33;4.00
BGBI;New Media and Communication;48 of 71;67;4.48;46 of 71;64;4.37;45 of 71;63;4.51;47 of 71;66;4.38;47 of 71;66;3.72;47 of 71;66;4.13
BGBI;Organization & Process Theory;9 of 48;18;5.00;9 of 48;18;5.56;9 of 48;18;5.56;9 of 48;18;4.44;9 of 48;18;4.11;9 of 48;18;4.56
BGBI;Society and Technology;50 of 70;71;5.48;48 of 70;68;5.62;48 of 70;68;5.48;49 of 70;70;4.82;49 of 70;70;3.98;50 of 70;71;4.42
BSWU;Analysis, Design and Software Architecture;33 of 63;52;4.91;32 of 63;50;5.38;31 of 63;49;5.29;33 of 63;52;5.52;33 of 63;52;3.97;33 of 63;52;4.88
BSWU;Business Processes and Organisation;26 of 60;43;3.81;25 of 60;41;4.72;25 of 60;41;4.88;26 of 60;43;4.23;26 of 60;43;2.62;26 of 60;43;4.27
BSWU;Introduction to Database Design (formerly Data Storage and Formats);34 of 64;53;5.32;32 of 64;50;5.47;31 of 64;48;5.48;34 of 64;53;5.32;32 of 64;50;3.19;34 of 64;53;4.65
BSWU;Introductory Programming;42 of 66;63;5.71;41 of 66;62;5.61;41 of 66;62;5.29;42 of 66;63;5.90;42 of 66;63;3.19;42 of 66;63;4.74
BSWU;Mobile and Distributed Systems (formerly Distributed Systems and Protocols);35 of 66;53;3.26;34 of 66;51;3.65;30 of 66;45;3.60;34 of 66;51;4.94;33 of 66;50;3.55;35 of 66;53;4.17
BSWU;Operating Systems and C;26 of 59;44;5.12;25 of 59;42;5.32;25 of 59;42;5.12;26 of 59;44;4.85;26 of 59;44;3.96;26 of 59;44;5.00
BSWU;Programs as Data;26 of 57;45;5.42;25 of 57;43;5.40;25 of 57;43;5.28;26 of 57;45;4.77;26 of 57;45;3.15;26 of 57;45;5.42
BSWU;Project Work and Communication;20 of 36;55;4.40;19 of 36;52;4.79;19 of 36;52;4.79;19 of 36;52;4.53;20 of 36;55;2.95;20 of 36;55;4.20
BSWU;Project Work and Communication;22 of 33;66;4.27;19 of 33;57;4.47;19 of 33;57;4.58;21 of 33;63;4.57;21 of 33;63;3.33;21 of 33;63;4.43
BSWU;Systematic Design of User Interfaces;39 of 67;58;3.69;37 of 67;55;4.89;37 of 67;55;5.00;39 of 67;58;4.64;39 of 67;58;2.64;39 of 67;58;3.59
KDDK;Basic Graphic Design - group 2;18 of 30;60;5.56;18 of 30;60;5.67;18 of 30;60;5.72;18 of 30;60;5.50;18 of 30;60;4.78;17 of 30;56;5.24
KDDK;Design for Digital Communication Platforms;33 of 70;47;4.55;33 of 70;47;4.52;31 of 70;44;4.90;33 of 70;47;5.06;32 of 70;45;4.31;33 of 70;47;5.12
KDDK;Design for Digital Communication Platforms;41 of 67;61;4.56;40 of 67;59;4.90;39 of 67;58;4.87;41 of 67;61;5.02;40 of 67;59;4.33;39 of 67;58;5.08
KDDK;Digital Aesthetics: Theory and Practice;7 of 20;35;5.57;7 of 20;35;5.14;7 of 20;35;5.00;7 of 20;35;5.57;7 of 20;35;3.57;7 of 20;35;4.43
KDDK;Digital Culture and Society;10 of 22;45;5.50;10 of 22;45;5.30;10 of 22;45;5.50;10 of 22;45;4.70;10 of 22;45;3.60;10 of 22;45;4.30
KDDK;Digital Media and Communication;29 of 60;48;5.10;29 of 60;48;5.41;29 of 60;48;5.17;29 of 60;48;4.76;28 of 60;46;4.25;29 of 60;48;4.86
KDDK;Digital Media and Communication;35 of 57;61;4.49;33 of 57;57;5.15;33 of 57;57;5.15;35 of 57;61;4.37;35 of 57;61;3.60;35 of 57;61;4.37
KDDK;Digital Rhetorics;29 of 75;38;4.21;29 of 75;38;4.83;29 of 75;38;5.07;29 of 75;38;4.24;29 of 75;38;3.34;28 of 75;37;3.96
KDDK;Experimental Design and Analysis;15 of 31;48;4.33;16 of 31;51;4.81;16 of 31;51;4.94;16 of 31;51;4.56;16 of 31;51;3.44;16 of 31;51;4.31
KDDK;Innovation, Concept Development and Project Management;30 of 61;49;4.37;29 of 61;47;4.62;29 of 61;47;4.52;29 of 61;47;4.59;28 of 61;45;3.43;29 of 61;47;4.34
KDDK;Interaction Design;28 of 59;47;4.93;28 of 59;47;5.25;28 of 59;47;5.21;28 of 59;47;4.36;27 of 59;45;4.04;28 of 59;47;5.14
KDDK;Interaction Design;33 of 53;62;4.73;32 of 53;60;4.91;32 of 53;60;4.94;32 of 53;60;4.31;32 of 53;60;4.78;32 of 53;60;4.97
KDDK;Interaction Design (NB! INTERMEDIATE COURSE - YOU CANNOT SIGN UP !);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KDDK;Interactive Multimedia;5 of 18;27;4.00;5 of 18;27;4.60;5 of 18;27;4.60;5 of 18;27;4.60;5 of 18;27;2.80;5 of 18;27;4.40
KDDK;Introduction to Scripting, Databases and System Architecture;41 of 86;47;4.95;41 of 86;47;5.54;41 of 86;47;5.37;41 of 86;47;4.41;41 of 86;47;3.93;42 of 86;48;5.10
KDDK;Introductory 3D;12 of 34;35;5.25;12 of 34;35;5.25;12 of 34;35;5.58;12 of 34;35;4.58;12 of 34;35;4.08;12 of 34;35;5.08
KDDK;Mobile Communication: Design, Business and Social Context;3 of 7;42;5.33;3 of 7;42;5.33;3 of 7;42;5.00;3 of 7;42;5.33;3 of 7;42;3.67;3 of 7;42;5.00
KDDK;Project Cluster (NB! INTERMEDIATE COURSE - YOU CANNOT SIGN UP !);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KDDK;Projektklynge: Specialeworkshop (DDK);2 of 36;5;5.00;2 of 36;5;5.50;2 of 36;5;5.50;2 of 36;5;5.00;2 of 36;5;3.00;2 of 36;5;6.00
KDDK;Scientific Methods and IT Understanding;67 of 135;49;3.79;57 of 135;42;4.02;57 of 135;42;4.09;60 of 135;44;3.28;60 of 135;44;2.47;58 of 135;42;5.05
KDDK;Situational Methods for Digital Studies;11 of 18;61;5.18;10 of 18;55;5.40;10 of 18;55;5.20;10 of 18;55;4.40;11 of 18;61;3.64;11 of 18;61;4.64
KDDK;Usability and Accessibility;8 of 25;32;5.25;8 of 25;32;4.88;8 of 25;32;5.25;8 of 25;32;5.00;8 of 25;32;3.88;8 of 25;32;4.62
KDDK;Web Design and Web Communication (NB! INTERMEDIATE COURSE - YOU CANNOT SIGN UP !);1 of 3;33;6.00;1 of 3;33;5.00;1 of 3;33;5.00;1 of 3;33;6.00;1 of 3;33;4.00;1 of 3;33;5.00
KEBUSS;B1 Strategic and tactical tools for e-business;15 of 63;23;4.73;16 of 63;25;4.94;16 of 63;25;4.81;16 of 63;25;5.12;16 of 63;25;3.81;16 of 63;25;4.44
KEBUSS;B19 IT-Strategy;17 of 46;36;4.88;17 of 46;36;4.94;17 of 46;36;4.88;17 of 46;36;4.94;17 of 46;36;4.12;17 of 46;36;4.76
KEBUSS;B22 Online marketing - advertising, consumers and communities;14 of 63;22;4.43;14 of 63;22;4.43;14 of 63;22;4.64;14 of 63;22;5.36;14 of 63;22;4.43;14 of 63;22;4.86
KEBUSS;B31 The Internet as A Battlefield - Competing With Digital Goods and Services;16 of 48;33;5.00;16 of 48;33;5.06;16 of 48;33;4.94;16 of 48;33;5.00;16 of 48;33;3.00;16 of 48;33;4.25
KEBUSS;P1 National Internet Law;16 of 72;22;5.75;16 of 72;22;5.38;16 of 72;22;5.31;16 of 72;22;5.19;16 of 72;22;3.56;15 of 72;20;4.93
KEBUSS;Project Cluster: P6. Government 2.0: EU and national regulation and policies;1 of 4;25;3.00;1 of 4;25;5.00;1 of 4;25;5.00;1 of 4;25;5.00;1 of 4;25;3.00;1 of 4;25;3.00
KEBUSS;SF23 Perspectives on e-business;20 of 54;37;4.30;20 of 54;37;4.35;19 of 54;35;4.42;19 of 54;35;3.53;19 of 54;35;2.26;19 of 54;35;3.84
KEBUSS;T1 Introduction to programming and distributed systems;12 of 61;19;4.25;12 of 61;19;5.25;12 of 61;19;5.17;12 of 61;19;3.83;12 of 61;19;4.17;11 of 61;18;4.64
KEBUSS;T15 Design of Business IT;16 of 45;35;4.50;15 of 45;33;4.47;15 of 45;33;4.33;15 of 45;33;4.27;15 of 45;33;3.27;15 of 45;33;4.47
KEBUSS;T16 Smart Phone e-Business Application Development;8 of 20;40;4.50;8 of 20;40;4.88;8 of 20;40;5.12;8 of 20;40;4.25;7 of 20;35;3.86;8 of 20;40;5.25
KEBUSS;T6 IT-Security;11 of 24;45;5.55;11 of 24;45;5.36;11 of 24;45;5.27;11 of 24;45;5.09;11 of 24;45;4.09;11 of 24;45;4.55
KGAMES;Advanced Topics in Game Technology;7 of 18;38;3.57;6 of 18;33;4.33;6 of 18;33;4.83;7 of 18;38;3.00;6 of 18;33;3.00;7 of 18;38;4.57
KGAMES;Computer Games Culture;2 of 11;18;6.00;2 of 11;18;5.00;2 of 11;18;4.50;2 of 11;18;6.00;2 of 11;18;5.00;2 of 11;18;4.00
KGAMES;Experimental Interaction;5 of 15;33;5.80;6 of 15;40;6.00;6 of 15;40;5.83;6 of 15;40;4.50;6 of 15;40;3.00;6 of 15;40;4.67
KGAMES;Foundations of Play and Games;23 of 63;36;5.13;23 of 63;36;5.39;23 of 63;36;5.22;23 of 63;36;4.74;23 of 63;36;3.61;22 of 63;34;4.68
KGAMES;From Concept Art to In-Game Graphics;8 of 16;50;5.88;8 of 16;50;5.75;8 of 16;50;5.62;8 of 16;50;5.75;8 of 16;50;4.62;8 of 16;50;5.38
KGAMES;Game Design;33 of 78;42;5.58;34 of 78;43;5.32;31 of 78;39;5.26;34 of 78;43;5.26;33 of 78;42;4.48;33 of 78;42;4.85
KGAMES;Game Engines;13 of 24;54;3.77;11 of 24;45;4.64;12 of 24;50;4.67;13 of 24;54;4.92;11 of 24;45;3.64;13 of 24;54;4.62
KGAMES;Gameworlds as Fields for Expression;6 of 15;40;5.00;6 of 15;40;5.17;6 of 15;40;4.67;6 of 15;40;5.83;6 of 15;40;3.50;6 of 15;40;4.50
KGAMES;Modern AI for Games;10 of 24;41;5.50;10 of 24;41;5.40;9 of 24;37;5.33;10 of 24;41;5.20;9 of 24;37;4.22;10 of 24;41;4.90
KGAMES;Procedural Content Generation in Games;7 of 21;33;5.43;7 of 21;33;5.57;6 of 21;28;5.33;7 of 21;33;5.14;6 of 21;28;3.33;6 of 21;28;4.50
KGAMES;Project Cluster: Games, On-line Banking and Stock Trading;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KGAMES;Project Cluster: Thesis Preparation - Games;8 of 37;21;3.62;7 of 37;18;4.00;7 of 37;18;4.14;7 of 37;18;3.43;6 of 37;16;2.67;7 of 37;18;4.29
KGAMES;User Experience and Prototyping;6 of 24;25;5.67;6 of 24;25;5.17;6 of 24;25;5.17;6 of 24;25;5.33;6 of 24;25;4.67;6 of 24;25;5.17
KSDT;Advanced Mobile and Distributed Systems Seminar;8 of 17;47;4.38;8 of 17;47;4.25;8 of 17;47;4.50;8 of 17;47;4.12;8 of 17;47;3.62;8 of 17;47;4.88
KSDT;Algorithm Design I;39 of 76;51;5.41;37 of 76;48;5.24;36 of 76;47;5.08;38 of 76;50;5.05;38 of 76;50;4.58;38 of 76;50;5.08
KSDT;Algorithm Design II;11 of 32;34;5.00;10 of 32;31;5.10;10 of 32;31;4.90;10 of 32;31;5.10;9 of 32;28;4.22;10 of 32;31;3.90
KSDT;Building Database Systems;15 of 37;40;4.00;15 of 37;40;4.00;15 of 37;40;3.87;15 of 37;40;4.27;15 of 37;40;3.87;15 of 37;40;3.47
KSDT;Distributed Collaboration and Development;15 of 34;44;4.60;15 of 34;44;4.53;15 of 34;44;4.87;15 of 34;44;4.73;14 of 34;41;4.00;15 of 34;44;4.47
KSDT;Foundations of Computing - Algorithms and Data Structures;14 of 31;45;4.29;14 of 31;45;4.79;12 of 31;38;4.67;14 of 31;45;5.00;14 of 31;45;4.36;14 of 31;45;4.29
KSDT;Foundations of Computing - Discrete Mathematics;24 of 61;39;4.17;22 of 61;36;4.50;22 of 61;36;4.45;23 of 61;37;4.04;23 of 61;37;3.48;23 of 61;37;4.30
KSDT;Introduction to Database Design;8 of 12;66;3.88;8 of 12;66;5.12;8 of 12;66;4.62;8 of 12;66;4.62;8 of 12;66;3.25;8 of 12;66;5.00
KSDT;Introductory Programming;12 of 34;35;5.58;12 of 34;35;5.92;12 of 34;35;5.58;12 of 34;35;5.33;12 of 34;35;3.08;12 of 34;35;5.92
KSDT;Mobile and Distributed Systems;14 of 35;40;4.14;14 of 35;40;4.29;14 of 35;40;4.14;14 of 35;40;5.07;14 of 35;40;4.14;14 of 35;40;4.86
KSDT;Pervasive Computing (project);10 of 21;47;5.30;10 of 21;47;5.60;10 of 21;47;5.70;10 of 21;47;5.20;10 of 21;47;5.00;10 of 21;47;4.90
KSDT;Programming Language Concepts and Implementation;17 of 25;68;5.12;17 of 25;68;4.88;15 of 25;60;5.20;16 of 25;64;4.81;16 of 25;64;3.19;17 of 25;68;4.06
KSDT;Programming Language Seminar;3 of 9;33;5.33;3 of 9;33;5.67;3 of 9;33;5.00;3 of 9;33;5.00;3 of 9;33;3.33;3 of 9;33;4.00
KSDT;Project Cluster: Programming Workshop;10 of 22;45;5.20;10 of 22;45;5.30;9 of 22;40;5.33;8 of 22;36;5.12;9 of 22;40;3.33;9 of 22;40;5.33
KSDT;Project cluster: Model Driven Development;32 of 67;47;4.06;30 of 67;44;4.70;29 of 67;43;4.97;31 of 67;46;3.48;31 of 67;46;4.52;30 of 67;44;4.37
KSDT;Software Engineering and Software Qualities;27 of 54;50;3.11;27 of 54;50;3.96;26 of 54;48;4.19;27 of 54;50;4.63;27 of 54;50;4.48;27 of 54;50;4.37
KSDT;System Architecture and Security;27 of 53;50;4.96;26 of 53;49;4.88;26 of 53;49;4.92;27 of 53;50;5.22;26 of 53;49;4.35;26 of 53;49;4.62
MILM;Business Cases;3 of 18;16;5.33;3 of 18;16;5.33;3 of 18;16;5.33;3 of 18;16;4.67;3 of 18;16;2.00;3 of 18;16;4.00
MILM;Business IT Alignment;15 of 30;50;5.07;15 of 30;50;4.87;15 of 30;50;4.87;15 of 30;50;5.27;15 of 30;50;3.07;15 of 30;50;4.93
MILM;Business Process and Transformation Management;12 of 29;41;4.42;12 of 29;41;4.17;12 of 29;41;5.00;12 of 29;41;4.92;12 of 29;41;3.08;11 of 29;37;4.27
MILM;Business and Management;13 of 69;18;5.15;13 of 69;18;5.31;12 of 69;17;5.17;13 of 69;18;5.23;13 of 69;18;3.15;12 of 69;17;4.58
MILM;E-government;6 of 12;50;5.00;7 of 12;58;5.00;7 of 12;58;4.29;7 of 12;58;5.29;7 of 12;58;2.86;7 of 12;58;4.14
MILM;Enterprise Architecture (Master);10 of 33;30;5.60;10 of 33;30;5.10;10 of 33;30;4.90;10 of 33;30;5.10;10 of 33;30;2.90;9 of 33;27;4.22
MILM;Enterprise Systems;7 of 18;38;4.57;7 of 18;38;4.29;6 of 18;33;4.33;7 of 18;38;4.86;7 of 18;38;3.57;7 of 18;38;4.86
MILM;IT Project and Programme Management (NYT KURSUS - afløser Projekt og programledelse);6 of 31;19;5.17;6 of 31;19;5.33;6 of 31;19;5.50;6 of 31;19;5.00;6 of 31;19;2.67;6 of 31;19;3.83
MILM;Personal Management and Change Management;3 of 8;37;5.00;3 of 8;37;5.00;3 of 8;37;4.33;3 of 8;37;6.00;3 of 8;37;2.67;3 of 8;37;4.33
MILM;Presentation and Investigation;8 of 36;22;4.88;8 of 36;22;4.75;8 of 36;22;5.00;8 of 36;22;4.12;8 of 36;22;3.75;8 of 36;22;5.38
MILM;Software Acquisition and Requirements;8 of 28;28;4.38;8 of 28;28;5.38;8 of 28;28;4.88;8 of 28;28;4.00;8 of 28;28;3.62;8 of 28;28;4.38
MILM;Strategic Value Creation through Projects;7 of 17;41;5.00;7 of 17;41;4.86;7 of 17;41;4.71;7 of 17;41;5.29;7 of 17;41;3.43;7 of 17;41;4.86
MILM;Strategisk ledelse;4 of 16;25;5.50;4 of 16;25;5.25;4 of 16;25;5.50;4 of 16;25;5.50;4 of 16;25;2.75;4 of 16;25;4.50
MIND;Basic Graphic Design;6 of 29;20;4.50;6 of 29;20;5.00;6 of 29;20;4.67;6 of 29;20;5.17;6 of 29;20;5.67;6 of 29;20;5.00
MIND;Digital Media - Interactive Design;4 of 12;33;4.00;4 of 12;33;5.75;4 of 12;33;5.75;4 of 12;33;4.25;4 of 12;33;5.00;4 of 12;33;5.25
MIND;Dynamic Web Design;16 of 54;29;4.50;16 of 54;29;4.31;16 of 54;29;4.50;16 of 54;29;4.94;16 of 54;29;3.38;16 of 54;29;4.62
MIND;Target Group Analysis;11 of 25;44;5.45;10 of 25;40;5.40;10 of 25;40;5.50;11 of 25;44;5.73;11 of 25;44;3.18;11 of 25;44;5.00
MIND;Understanding Interaction Design;7 of 22;31;5.86;7 of 22;31;5.43;6 of 22;27;5.67;7 of 22;31;5.57;7 of 22;31;2.43;7 of 22;31;5.43
MIND;Usability;20 of 32;62;5.10;20 of 32;62;5.40;20 of 32;62;5.20;20 of 32;62;5.10;20 of 32;62;3.15;19 of 32;59;4.89
MSKO;Object Oriented Programming;14 of 37;37;5.57;14 of 37;37;5.36;14 of 37;37;5.36;14 of 37;37;5.29;14 of 37;37;3.93;14 of 37;37;4.93
MSKO;Project Cluster: Introductory Academic Project;14 of 32;43;5.43;14 of 32;43;5.50;14 of 32;43;5.36;14 of 32;43;3.50;14 of 32;43;3.43;14 of 32;43;4.86
MSKO;Software Architecture;11 of 34;32;3.91;11 of 34;32;4.45;11 of 34;32;4.36;11 of 34;32;4.82;11 of 34;32;4.00;11 of 34;32;4.09
