Programme;Course;q1 replies;q1  % ;q1 average;q2 replies;q2  % ;q2 average;q3 replies;q3  % ;q3 average;q4 replies;q4  % ;q4 average;q5 replies;q5  % ;q5 average;q6 replies;q6  % ;q6 average;q7 replies;q7  % ;q7 average;q8 replies;q8  % ;q8 average;q9 replies;q9  % ;q9 average;q10 replies;q10  % ;q10 average;q11 replies;q11  % ;q11 average
KDKM;Target Group Analysis;12 of 28;42;5.83;12 of 28;42;5.67;12 of 28;42;4.92;12 of 28;42;5.58;12 of 28;42;2.33;12 of 28;42;3.75;12 of 28;42;3.08;12 of 28;42;5.08;12 of 28;42;5.50;12 of 28;42;3.58;12 of 28;42;2.92
KDKM;Usability ;32 of 43;74;5.53;32 of 43;74;5.34;32 of 43;74;5.47;32 of 43;74;5.53;32 of 43;74;3.06;32 of 43;74;4.56;32 of 43;74;2.91;32 of 43;74;5.22;32 of 43;74;5.38;32 of 43;74;3.56;32 of 43;74;2.78
KDKM;Web Publishing with Databases ;22 of 63;34;5.50;22 of 63;34;5.27;22 of 63;34;5.18;22 of 63;34;5.27;22 of 63;34;3.64;22 of 63;34;4.23;22 of 63;34;3.05;22 of 63;34;4.36;22 of 63;34;4.82;22 of 63;34;3.50;22 of 63;34;3.05
KEBUSS;B1 Strategic and tactical tools for e-business;12 of 28;42;5.00;12 of 28;42;4.92;12 of 28;42;4.67;12 of 28;42;4.67;12 of 28;42;4.08;12 of 28;42;3.92;12 of 28;42;3.75;12 of 28;42;3.83;12 of 28;42;5.17;12 of 28;42;4.50;12 of 28;42;4.83
KEBUSS;B12 Marketing og E-business;14 of 29;48;5.50;14 of 29;48;5.64;14 of 29;48;5.14;14 of 29;48;5.00;14 of 29;48;3.71;14 of 29;48;5.36;14 of 29;48;2.36;14 of 29;48;5.50;14 of 29;48;4.57;14 of 29;48;3.50;14 of 29;48;3.21
KEBUSS;B14 Economics of Information Technology;7 of 20;35;5.57;7 of 20;35;5.71;7 of 20;35;5.43;7 of 20;35;4.57;7 of 20;35;3.14;7 of 20;35;4.57;7 of 20;35;3.29;7 of 20;35;4.29;7 of 20;35;4.86;7 of 20;35;3.29;7 of 20;35;2.86
KEBUSS;B8 IT Project Management;14 of 31;45;4.86;14 of 31;45;4.29;14 of 31;45;5.14;14 of 31;45;5.07;14 of 31;45;3.64;14 of 31;45;4.43;14 of 31;45;3.43;14 of 31;45;4.36;14 of 31;45;4.43;14 of 31;45;3.71;14 of 31;45;2.50
KEBUSS;P1 National Internet Law;13 of 29;44;5.46;13 of 29;44;5.54;13 of 29;44;5.31;13 of 29;44;4.92;13 of 29;44;2.92;13 of 29;44;4.62;13 of 29;44;2.69;13 of 29;44;4.85;13 of 29;44;5.15;13 of 29;44;4.00;13 of 29;44;2.85
KEBUSS;P4 IT and Telecommunications Law;7 of 10;70;5.57;7 of 10;70;5.71;7 of 10;70;4.71;7 of 10;70;5.71;7 of 10;70;2.86;7 of 10;70;4.71;7 of 10;70;3.57;7 of 10;70;5.43;7 of 10;70;5.57;7 of 10;70;4.57;7 of 10;70;3.14
KEBUSS;T0 Applied Network and Operating System Concepts;7 of 17;41;4.86;7 of 17;41;4.43;7 of 17;41;4.71;7 of 17;41;4.14;7 of 17;41;4.43;7 of 17;41;4.86;7 of 17;41;2.29;7 of 17;41;4.57;7 of 17;41;4.71;7 of 17;41;4.57;7 of 17;41;4.29
KEBUSS;T2 .Net Programming for the Business;10 of 38;26;5.00;10 of 38;26;5.00;10 of 38;26;5.80;10 of 38;26;5.70;10 of 38;26;3.20;10 of 38;26;4.10;10 of 38;26;3.80;10 of 38;26;4.10;10 of 38;26;5.60;10 of 38;26;3.70;10 of 38;26;3.00
KEBUSS;T6 IT-Security;18 of 45;40;5.11;18 of 45;40;5.00;18 of 45;40;4.00;18 of 45;40;4.83;18 of 45;40;3.22;18 of 45;40;5.06;18 of 45;40;2.17;18 of 45;40;5.39;18 of 45;40;4.89;18 of 45;40;3.28;18 of 45;40;3.06
KEBUSS;T8 Enterprise Architecture ;11 of 28;39;4.73;11 of 28;39;4.91;11 of 28;39;4.55;11 of 28;39;4.64;11 of 28;39;3.64;11 of 28;39;3.91;11 of 28;39;3.73;11 of 28;39;5.27;11 of 28;39;4.91;11 of 28;39;3.27;11 of 28;39;2.45
KINT;Advanced Database Technology;13 of 38;34;4.31;13 of 38;34;4.46;13 of 38;34;4.77;13 of 38;34;3.85;13 of 38;34;4.15;13 of 38;34;4.69;13 of 38;34;3.00;13 of 38;34;3.92;13 of 38;34;4.38;13 of 38;34;4.08;13 of 38;34;3.85
KINT;Introduction to Programming - Concepts and Tools;17 of 44;38;5.18;17 of 44;38;5.35;17 of 44;38;5.24;17 of 44;38;5.12;17 of 44;38;3.82;17 of 44;38;4.12;17 of 44;38;3.24;17 of 44;38;4.06;17 of 44;38;4.94;17 of 44;38;3.94;17 of 44;38;3.65
KINT;Java on Mobile Devices ;25 of 71;35;4.16;25 of 71;35;4.12;25 of 71;35;4.24;25 of 71;35;4.88;25 of 71;35;3.92;25 of 71;35;3.28;25 of 71;35;4.28;25 of 71;35;4.20;25 of 71;35;5.44;25 of 71;35;3.44;25 of 71;35;2.96
KINT;Model-based Design of Distributed and Mobile Systems;6 of 10;60;5.00;6 of 10;60;4.50;6 of 10;60;4.17;6 of 10;60;4.83;6 of 10;60;4.17;6 of 10;60;4.50;6 of 10;60;3.67;6 of 10;60;4.33;6 of 10;60;5.17;6 of 10;60;4.33;6 of 10;60;3.17
KINT;Networks and Protocols;21 of 41;51;5.14;21 of 41;51;5.38;21 of 41;51;4.29;21 of 41;51;3.76;21 of 41;51;4.48;21 of 41;51;4.81;21 of 41;51;2.48;21 of 41;51;5.00;21 of 41;51;5.10;21 of 41;51;3.67;21 of 41;51;2.76
KINT;XML-processing - methods, tools and theories;35 of 98;35;4.54;35 of 98;35;4.69;35 of 98;35;5.03;35 of 98;35;4.40;35 of 98;35;4.20;35 of 98;35;3.94;35 of 98;35;3.66;35 of 98;35;3.23;35 of 98;35;5.03;35 of 98;35;3.34;35 of 98;35;2.97
KMMT;Computer Graphics;6 of 24;25;5.50;6 of 24;25;5.50;6 of 24;25;4.83;6 of 24;25;4.83;6 of 24;25;3.83;6 of 24;25;5.17;6 of 24;25;3.17;6 of 24;25;4.67;6 of 24;25;4.33;6 of 24;25;3.83;6 of 24;25;3.33
KMMT;Image Analysis;5 of 18;27;5.00;5 of 18;27;5.20;5 of 18;27;5.00;5 of 18;27;5.00;5 of 18;27;5.00;5 of 18;27;4.60;5 of 18;27;3.00;5 of 18;27;4.20;5 of 18;27;4.20;5 of 18;27;3.60;5 of 18;27;3.20
KMMT;Introduction to Multimedia Systems;6 of 21;28;5.17;6 of 21;28;4.83;6 of 21;28;4.33;6 of 21;28;5.00;6 of 21;28;3.17;6 of 21;28;4.83;6 of 21;28;3.00;6 of 21;28;5.00;6 of 21;28;5.50;6 of 21;28;2.83;6 of 21;28;2.83
KMMT;Signal Processing;3 of 13;23;5.00;3 of 13;23;4.67;3 of 13;23;5.33;3 of 13;23;3.67;3 of 13;23;5.00;3 of 13;23;5.67;3 of 13;23;3.33;3 of 13;23;3.00;3 of 13;23;4.00;3 of 13;23;5.00;3 of 13;23;3.33
KSWU;Advanced IT Project Management;10 of 31;32;5.50;10 of 31;32;5.20;10 of 31;32;5.60;10 of 31;32;4.70;10 of 31;32;3.40;10 of 31;32;4.70;10 of 31;32;4.20;10 of 31;32;5.20;10 of 31;32;5.10;10 of 31;32;3.50;10 of 31;32;2.80
KSWU;Advanced Object-oriented Programming;22 of 53;41;4.91;22 of 53;41;4.14;22 of 53;41;5.27;22 of 53;41;4.32;22 of 53;41;4.23;22 of 53;41;4.14;22 of 53;41;3.41;22 of 53;41;4.18;22 of 53;41;5.05;22 of 53;41;3.32;22 of 53;41;2.50
KSWU;Database Systems;26 of 56;46;4.46;26 of 56;46;4.38;26 of 56;46;4.65;26 of 56;46;4.31;26 of 56;46;4.04;26 of 56;46;4.08;26 of 56;46;3.27;26 of 56;46;3.65;26 of 56;46;5.15;26 of 56;46;3.38;26 of 56;46;3.19
KSWU;Design of User Interfaces and Data;19 of 37;51;5.26;19 of 37;51;5.42;19 of 37;51;4.84;19 of 37;51;5.42;19 of 37;51;2.05;19 of 37;51;4.47;19 of 37;51;3.16;19 of 37;51;4.21;19 of 37;51;5.00;19 of 37;51;2.79;19 of 37;51;2.00
KSWU;Game programming;22 of 68;32;4.27;22 of 68;32;4.05;22 of 68;32;4.09;22 of 68;32;4.73;22 of 68;32;3.91;22 of 68;32;4.45;22 of 68;32;3.05;22 of 68;32;3.91;22 of 68;32;4.23;22 of 68;32;4.64;22 of 68;32;3.86
KSWU;IT Project Management ;16 of 31;51;5.25;16 of 31;51;5.44;16 of 31;51;5.38;16 of 31;51;5.38;16 of 31;51;2.50;16 of 31;51;4.00;16 of 31;51;2.81;16 of 31;51;5.25;16 of 31;51;5.06;16 of 31;51;3.31;16 of 31;51;3.00
KSWU;IT Project Management and software Products;11 of 18;61;4.82;11 of 18;61;4.55;11 of 18;61;5.27;11 of 18;61;4.18;11 of 18;61;4.09;11 of 18;61;3.82;11 of 18;61;3.64;11 of 18;61;4.82;11 of 18;61;5.36;11 of 18;61;3.82;11 of 18;61;3.27
KSWU;Introduction to Algorithms and Data Structures;4 of 22;18;5.00;4 of 22;18;5.50;4 of 22;18;5.00;4 of 22;18;4.25;4 of 22;18;5.25;4 of 22;18;4.25;4 of 22;18;3.50;4 of 22;18;4.00;4 of 22;18;4.50;4 of 22;18;3.00;4 of 22;18;3.50
KSWU;Introductory Programming;23 of 27;85;5.39;23 of 27;85;5.39;23 of 27;85;4.74;23 of 27;85;5.30;23 of 27;85;2.43;23 of 27;85;5.00;23 of 27;85;1.87;23 of 27;85;4.57;23 of 27;85;4.52;23 of 27;85;4.17;23 of 27;85;3.52
KSWU;Location Based Mobile Applications;15 of 37;40;5.27;15 of 37;40;4.93;15 of 37;40;4.60;15 of 37;40;4.47;15 of 37;40;4.07;15 of 37;40;4.80;15 of 37;40;3.00;15 of 37;40;5.20;15 of 37;40;5.27;15 of 37;40;3.67;15 of 37;40;2.93
KSWU;Object-oriented Programming;24 of 58;41;5.46;24 of 58;41;5.29;24 of 58;41;5.38;24 of 58;41;5.00;24 of 58;41;3.96;24 of 58;41;4.75;24 of 58;41;2.83;24 of 58;41;3.54;24 of 58;41;4.92;24 of 58;41;4.42;24 of 58;41;3.83
KSWU;Participatory Design;11 of 17;64;5.73;11 of 17;64;5.55;11 of 17;64;5.36;11 of 17;64;5.91;11 of 17;64;2.36;11 of 17;64;4.73;11 of 17;64;3.27;11 of 17;64;4.73;11 of 17;64;5.64;11 of 17;64;4.64;11 of 17;64;3.82
KSWU;Programming Languages, Interpreters and Compilers;5 of 16;31;5.60;5 of 16;31;5.80;5 of 16;31;4.40;5 of 16;31;5.40;5 of 16;31;2.60;5 of 16;31;4.80;5 of 16;31;2.00;5 of 16;31;5.00;5 of 16;31;5.20;5 of 16;31;4.40;5 of 16;31;3.40
KSWU;Software Engineering;1 of 6;16;4.00;1 of 6;16;4.00;1 of 6;16;5.00;1 of 6;16;5.00;1 of 6;16;6.00;1 of 6;16;4.00;1 of 6;16;2.00;1 of 6;16;3.00;1 of 6;16;5.00;1 of 6;16;4.00;1 of 6;16;3.00
KTIT;Advanced Topics in Databases;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KTIT;Algorithm Design with Internet Applications;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KTIT;Databases;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KTIT;Design in an Organizational Context;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KTIT;IT applications in organisations;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KTIT;Interactive Systems and Project Management;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KTIT;Introduction to Parallel and Distributed Computing;2 of 2;100;6.00;2 of 2;100;6.00;2 of 2;100;5.50;2 of 2;100;5.00;2 of 2;100;1.50;2 of 2;100;4.50;2 of 2;100;1.00;2 of 2;100;5.50;2 of 2;100;5.00;2 of 2;100;1.50;2 of 2;100;1.50
KTIT;Introduction to Programming;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KTIT;Introduction to cryptography and secure communication;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KTIT;Object Oriented Programming;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KTIT;Paradigms of Programming;1 of 1;100;6.00;1 of 1;100;6.00;1 of 1;100;6.00;1 of 1;100;5.00;1 of 1;100;2.00;1 of 1;100;4.00;1 of 1;100;5.00;1 of 1;100;6.00;1 of 1;100;5.00;1 of 1;100;3.00;1 of 1;100;3.00
KTIT;Tools and Concepts in Programming;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
KTIT;WWW Technology ? a practical view;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
